customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-04435,Male,0,No,Yes,44,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.85,2881.24,Yes
CUST-04436,Male,0,Yes,Yes,39,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,61.66,2375.24,No
CUST-04437,Male,0,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),88.07,2890.91,No
CUST-04438,Male,1,Yes,Yes,17,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),72.94,1236.95,No
CUST-04439,Female,0,No,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),115.57,5673.43,Yes
CUST-04440,Female,0,No,Yes,26,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,55.01,1426.23,Yes
CUST-04441,Female,0,Yes,No,12,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,118.75,1390.32,Yes
CUST-04442,Female,0,Yes,No,58,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,80.77,4722.21,No
CUST-04443,Male,0,No,No,40,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),96.4,3878.21,No
CUST-04444,Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),106.37,4088.08,No
CUST-04445,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),24.28,923.74,No
CUST-04446,Female,1,Yes,Yes,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),125.0,811.46,Yes
CUST-04447,Female,0,Yes,No,39,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,53.33,2073.24,No
CUST-04448,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),114.31,4506.4,Yes
CUST-04449,Male,0,No,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,100.38,3719.93,No
CUST-04450,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.98,0.0,No
CUST-04451,Male,0,No,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),108.17,5959.79,No
CUST-04452,Female,0,Yes,No,45,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,68.64,3101.12,No
CUST-04453,Female,0,No,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,85.05,4584.89,No
CUST-04454,Male,1,Yes,Yes,37,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,105.72,3824.08,No
CUST-04455,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,71.09,1660.15,Yes
CUST-04456,Female,1,No,Yes,60,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,79.34,4757.21,No
CUST-04457,Male,1,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),55.98,1396.92,No
CUST-04458,Female,0,No,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,55.22,1879.32,Yes
CUST-04459,Female,0,No,No,2,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,97.5,144.09,No
CUST-04460,Male,1,No,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,61.26,773.58,Yes
CUST-04461,Female,1,No,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,115.64,948.42,Yes
CUST-04462,Female,1,Yes,Yes,31,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),54.92,1764.06,Yes
CUST-04463,Male,0,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,82.9,1610.56,Yes
CUST-04464,Male,0,No,Yes,24,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),92.27,2139.35,Yes
CUST-04465,Female,1,No,No,56,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),104.73,5869.06,No
CUST-04466,Female,1,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),78.63,3956.14,Yes
CUST-04467,Male,0,Yes,No,58,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),121.75,7127.81,No
CUST-04468,Male,1,Yes,No,59,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,21.53,1202.36,No
CUST-04469,Male,0,Yes,No,18,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,21.25,458.68,Yes
CUST-04470,Male,1,No,No,45,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,27.45,1224.24,No
CUST-04471,Female,0,Yes,No,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),38.47,2525.24,No
CUST-04472,Male,1,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,31.91,775.7,No
CUST-04473,Female,0,Yes,No,28,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,56.01,1416.3,No
CUST-04474,Female,0,Yes,Yes,39,No,No phone service,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,54.03,2137.12,No
CUST-04475,Male,0,No,No,58,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),69.01,3994.15,No
CUST-04476,Female,0,Yes,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,36.52,442.58,No
CUST-04477,Male,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),72.93,2505.42,Yes
CUST-04478,Female,1,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,93.36,1694.44,No
CUST-04479,Male,0,No,No,52,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),55.27,2906.35,No
CUST-04480,Male,1,No,Yes,18,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,73.33,1274.87,No
CUST-04481,Female,0,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,111.03,2803.76,Yes
CUST-04482,Female,0,Yes,No,25,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,97.42,2463.98,No
CUST-04483,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Mailed check,67.46,418.17,Yes
CUST-04484,Female,0,No,No,49,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),117.95,5833.47,No
CUST-04485,Female,0,No,No,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),72.39,1401.67,Yes
CUST-04486,Female,0,No,No,36,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Credit card (automatic),88.39,3161.39,No
CUST-04487,Male,1,No,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,37.27,1915.13,No
CUST-04488,Female,0,No,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),58.25,3381.8,No
CUST-04489,Male,1,No,Yes,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,36.0,2420.79,No
CUST-04490,Female,0,No,No,10,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.32,619.38,No
CUST-04491,Female,0,No,No,46,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,69.52,3262.65,No
CUST-04492,Female,0,No,Yes,24,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,46.29,,No
CUST-04493,Male,0,No,No,56,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),77.34,4304.25,No
CUST-04494,Female,0,No,Yes,28,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),97.88,2693.64,No
CUST-04495,Female,0,Yes,No,2,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),64.98,138.69,Yes
CUST-04496,Male,0,Yes,No,62,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,76.34,4715.57,No
CUST-04497,Female,0,No,Yes,55,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,82.36,4559.26,No
CUST-04498,Female,0,No,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),43.78,1090.71,No
CUST-04499,Female,0,Yes,No,61,Yes,No,DSL,No,No,No,Yes,No,No,One year,No,Electronic check,55.98,3342.96,No
CUST-04500,Female,0,No,Yes,30,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,123.44,3604.19,No
CUST-04501,Male,1,No,No,30,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),58.29,1721.21,No
CUST-04502,Male,0,No,No,22,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,No,Electronic check,118.75,2653.92,No
CUST-04503,Male,0,No,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),58.04,2105.63,No
CUST-04504,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.37,3732.12,No
CUST-04505,Female,0,Yes,Yes,4,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,118.75,419.19,Yes
CUST-04506,Female,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Mailed check,123.3,5246.33,No
CUST-04507,Female,1,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),67.48,910.16,Yes
CUST-04508,Male,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,68.15,561.54,No
CUST-04509,Female,0,No,No,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),33.25,180.46,Yes
CUST-04510,Male,0,No,No,20,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.16,2031.22,Yes
CUST-04511,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,52.84,2790.32,No
CUST-04512,Male,0,No,No,54,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,81.59,4372.5,No
CUST-04513,Female,0,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.97,2170.85,No
CUST-04514,Male,1,No,No,11,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Credit card (automatic),117.41,1216.67,No
CUST-04515,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),48.18,426.15,No
CUST-04516,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),84.22,5984.3,Yes
CUST-04517,Female,0,No,No,67,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.91,5459.55,No
CUST-04518,Female,0,Yes,Yes,51,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),125.0,6339.85,No
CUST-04519,Male,0,No,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),97.55,5986.8,No
CUST-04520,Female,0,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),87.88,5070.99,No
CUST-04521,Male,1,No,No,42,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),66.46,2855.36,Yes
CUST-04522,Male,0,Yes,No,35,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,39.93,1323.92,No
CUST-04523,Male,1,No,No,71,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,No,Electronic check,19.34,1300.34,No
CUST-04524,Male,0,Yes,No,49,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),29.64,1448.77,No
CUST-04525,Male,0,No,No,64,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,78.84,5052.46,No
CUST-04526,Female,1,Yes,Yes,15,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,105.96,1597.64,Yes
CUST-04527,Female,0,No,Yes,17,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),116.11,2000.43,No
CUST-04528,Female,0,Yes,Yes,46,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,71.76,3237.6,Yes
CUST-04529,Female,0,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),71.36,5001.56,No
CUST-04530,Male,0,No,Yes,45,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,55.56,2495.63,No
CUST-04531,Female,1,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,73.32,2380.12,No
CUST-04532,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,101.8,206.7,Yes
CUST-04533,Male,1,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),48.24,622.32,No
CUST-04534,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Electronic check,88.17,1662.67,No
CUST-04535,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,88.84,1286.94,Yes
CUST-04536,Male,0,No,Yes,51,Yes,No,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,68.91,3518.36,Yes
CUST-04537,Female,0,Yes,No,50,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.57,4120.01,No
CUST-04538,Male,1,No,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Mailed check,115.27,3285.79,Yes
CUST-04539,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),85.89,6214.98,No
CUST-04540,Male,0,Yes,Yes,29,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,95.19,2806.48,No
CUST-04541,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,90.86,2979.18,No
CUST-04542,Male,0,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,56.8,2192.59,No
CUST-04543,Male,1,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,105.47,4389.66,Yes
CUST-04544,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),114.44,1577.21,No
CUST-04545,Female,0,No,Yes,22,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,58.75,1342.7,No
CUST-04546,Male,0,Yes,No,50,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.74,4428.88,No
CUST-04547,Male,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,63.23,3903.66,No
CUST-04548,Male,1,No,Yes,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,93.46,2858.36,No
CUST-04549,Male,0,No,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,84.65,794.95,No
CUST-04550,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,54.54,3336.93,No
CUST-04551,Female,0,No,Yes,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),69.22,2909.82,No
CUST-04552,Female,0,Yes,No,32,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,123.3,3982.26,No
CUST-04553,Female,1,No,Yes,43,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,72.99,3154.53,Yes
CUST-04554,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,111.12,6721.54,No
CUST-04555,Male,0,Yes,Yes,1,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Electronic check,118.28,48.49,Yes
CUST-04556,Female,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,81.73,2105.42,No
CUST-04557,Female,1,No,Yes,68,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,112.66,7601.91,No
CUST-04558,Male,1,Yes,No,22,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,52.55,1138.33,Yes
CUST-04559,Male,0,No,No,71,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,Yes,Mailed check,88.29,6267.8,No
CUST-04560,Male,0,No,No,21,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,82.97,1743.82,Yes
CUST-04561,Female,0,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),69.57,2404.62,Yes
CUST-04562,Female,0,No,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),60.54,405.41,Yes
CUST-04563,Female,0,Yes,No,53,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),89.27,4708.72,Yes
CUST-04564,Female,0,Yes,No,18,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,78.22,1428.39,No
CUST-04565,Male,1,Yes,No,62,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.48,5498.78,No
CUST-04566,Female,0,No,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,118.75,1260.02,Yes
CUST-04567,Male,0,Yes,Yes,9,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),79.71,718.85,No
CUST-04568,Male,0,No,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),46.37,1602.01,No
CUST-04569,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,62.11,433.45,Yes
CUST-04570,Female,0,No,Yes,24,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,79.94,1814.58,No
CUST-04571,Male,0,No,Yes,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),30.27,1456.69,No
CUST-04572,Female,1,Yes,No,37,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Electronic check,89.13,3275.12,No
CUST-04573,Female,0,Yes,No,41,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,116.78,4768.31,Yes
CUST-04574,Male,1,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,121.75,834.78,Yes
CUST-04575,Male,0,Yes,No,49,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),85.98,4179.75,No
CUST-04576,Male,0,No,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),90.19,629.41,No
CUST-04577,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),98.87,4141.89,No
CUST-04578,Female,1,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),125.0,7092.6,No
CUST-04579,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),75.38,3966.54,No
CUST-04580,Female,0,Yes,No,26,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),46.73,1184.36,No
CUST-04581,Female,0,Yes,Yes,12,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),75.34,954.75,No
CUST-04582,Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,61.52,3715.07,No
CUST-04583,Female,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,81.51,1284.98,No
CUST-04584,Male,0,Yes,Yes,36,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,108.09,3924.66,Yes
CUST-04585,Male,0,No,Yes,18,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,71.42,1264.64,No
CUST-04586,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,47.16,131.01,Yes
CUST-04587,Female,0,No,Yes,30,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,66.49,1982.21,No
CUST-04588,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),113.02,4572.32,No
CUST-04589,Male,0,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,69.52,3835.74,No
CUST-04590,Female,0,No,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),125.0,6606.59,Yes
CUST-04591,Male,1,No,Yes,60,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),56.03,3422.32,No
CUST-04592,Female,0,Yes,No,59,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,39.35,2313.44,No
CUST-04593,Female,0,Yes,No,29,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,44.97,1256.45,No
CUST-04594,Male,1,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),110.07,2721.22,Yes
CUST-04595,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.7,3303.65,Yes
CUST-04596,Female,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,73.79,2550.74,No
CUST-04597,Male,0,Yes,Yes,22,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,125.0,2730.08,Yes
CUST-04598,Female,0,No,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,21.25,13.18,Yes
CUST-04599,Male,0,Yes,No,35,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,82.27,2846.49,No
CUST-04600,Male,0,No,No,34,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),62.08,2063.5,No
CUST-04601,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,121.75,8321.04,No
CUST-04602,Male,0,Yes,No,59,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,58.28,3365.3,No
CUST-04603,Female,1,No,Yes,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),61.77,1178.6,No
CUST-04604,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,90.5,726.29,No
CUST-04605,Female,0,No,Yes,57,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Bank transfer (automatic),92.04,5173.41,No
CUST-04606,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,102.55,3697.8,Yes
CUST-04607,Female,0,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),58.19,180.22,No
CUST-04608,Female,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,51.88,2872.95,No
CUST-04609,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),54.15,1325.71,Yes
CUST-04610,Female,1,Yes,No,13,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,81.15,1033.71,Yes
